VARIABLE,PERIOD,MATH,REGION,SUBAREA,PROD,UNITS,VALUE,NOTES,PRODUCT_LONG_NAME,ALGORITHM,TIME_START,TIME_END,DURATION,INPUT_FILE_NAME,ALGORITHM_REFERENCE,SENSOR,SOURCE_DATA_VERSION,SOURCE_DATA_URL,SOURCE_DATA_DOI,TITLE,CONTRIBUTOR_NAME
ANNUAL_PSC_NANO_MEDIAN,A_1998,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_NANO-TURNER,mg m^-3,0.2579744,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_1998,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_NANO-TURNER,mg m^-3,0.2895847,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_1998,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_NANO-TURNER,mg m^-3,0.2609561,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_1999,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_NANO-TURNER,mg m^-3,0.2830882,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_1999,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_NANO-TURNER,mg m^-3,0.3244756,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_1999,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_NANO-TURNER,mg m^-3,0.2794024,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_2000,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_NANO-TURNER,mg m^-3,0.2787628,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_2000,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_NANO-TURNER,mg m^-3,0.3253348,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_2000,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_NANO-TURNER,mg m^-3,0.3094586,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_2001,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_NANO-TURNER,mg m^-3,0.2748010,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
ANNUAL_PSC_NANO_MEDIAN,A_2001,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_NANO-TURNER,mg m^-3,0.3142059,Spatial median of the temporal mean,nanoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_NANO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_NO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
